pages_viewed,time_spent_sec,previous_visits,products_viewed,added_to_cart,device_type,previous_purchases,purchase
5,99.8,1,2,1,desktop,0,1
5,143.0,0,5,0,desktop,0,0
4,90.5,4,3,1,desktop,0,0
7,60.1,5,5,0,tablet,1,1
5,53.2,1,3,0,mobile,0,0
3,167.4,4,2,1,mobile,1,1
10,37.6,0,1,0,desktop,0,0
6,55.9,2,4,0,mobile,0,0
10,23.4,1,3,0,desktop,1,0
6,96.0,1,1,0,mobile,1,0
6,43.2,2,5,1,mobile,2,0
2,89.9,2,4,1,mobile,0,0
6,92.4,2,3,0,mobile,1,0
9,96.7,2,3,1,mobile,3,1
7,65.0,5,2,1,mobile,0,1
3,166.6,3,3,0,mobile,1,0
6,78.1,3,5,0,desktop,2,0
6,56.9,1,1,0,mobile,0,0
5,25.9,0,4,0,mobile,1,0
7,185.8,2,4,0,desktop,1,1
6,62.8,0,2,0,desktop,0,0
7,158.1,1,3,0,mobile,0,0
6,75.2,1,3,0,desktop,0,0
5,320.0,1,4,0,mobile,1,0
8,312.6,1,1,0,desktop,1,0
6,125.4,1,1,0,tablet,1,0
8,126.6,4,0,1,mobile,2,0
7,117.0,3,3,0,desktop,2,0
5,77.5,2,1,0,mobile,0,0
9,175.6,2,5,1,tablet,1,1
5,97.6,2,7,1,mobile,0,0
4,38.3,1,5,0,mobile,1,0
6,82.6,1,5,0,desktop,1,0
11,39.9,4,2,1,mobile,2,0
7,37.3,4,5,0,mobile,0,0
5,52.9,3,1,0,mobile,1,0
4,285.0,2,2,0,desktop,1,0
4,136.9,0,3,0,desktop,1,1
6,82.8,2,1,0,desktop,1,0
3,76.9,3,1,0,mobile,1,0
7,106.0,0,3,1,desktop,1,1
3,63.2,1,5,0,mobile,1,0
6,142.6,2,2,0,desktop,0,1
3,111.9,1,5,0,mobile,2,0
7,132.3,2,3,1,mobile,1,1
4,78.7,3,2,1,desktop,1,1
6,363.9,1,3,0,mobile,1,1
3,39.5,0,7,0,mobile,0,0
7,144.4,0,4,1,desktop,0,0
7,66.3,2,5,0,desktop,1,0
8,111.3,2,2,0,mobile,0,0
7,122.1,2,3,1,mobile,1,1
7,312.6,3,2,0,desktop,1,1
5,123.7,1,5,0,mobile,0,0
5,81.4,2,3,0,desktop,0,0
8,60.5,3,3,0,mobile,0,0
6,425.8,1,3,0,mobile,0,1
6,153.9,1,1,0,mobile,0,0
9,171.0,1,4,0,desktop,2,1
5,16.1,3,7,0,desktop,0,0
3,64.2,2,2,0,desktop,1,0
4,144.5,1,3,0,mobile,3,0
5,27.2,3,1,1,mobile,1,1
7,107.9,1,5,1,tablet,3,1
10,240.3,1,3,0,mobile,1,1
4,46.5,5,3,0,mobile,1,1
6,56.0,3,5,1,mobile,0,0
4,205.9,1,2,0,mobile,2,1
3,64.5,1,3,1,mobile,0,0
5,51.3,2,2,0,desktop,0,0
10,259.5,2,5,1,desktop,1,1
5,97.5,1,1,0,mobile,1,0
6,46.0,6,4,1,tablet,0,0
9,214.8,2,2,1,mobile,3,1
9,39.2,5,1,1,desktop,1,0
6,103.1,5,0,0,mobile,2,0
4,118.6,3,0,0,mobile,2,0
10,60.9,1,5,0,desktop,2,0
3,164.7,2,2,0,desktop,0,0
9,50.1,1,7,0,mobile,0,0
8,172.5,4,1,1,desktop,1,1
7,88.2,0,1,0,desktop,0,0
10,43.6,2,2,1,tablet,0,1
4,105.0,1,3,0,mobile,0,0
7,128.5,1,5,0,mobile,0,0
8,16.0,2,0,0,tablet,2,0
8,242.0,3,4,1,mobile,2,1
6,94.2,5,2,0,mobile,1,0
6,71.8,0,2,0,mobile,5,0
2,122.3,1,8,1,desktop,1,1
8,102.0,3,0,1,desktop,0,0
5,67.8,1,4,0,mobile,3,0
8,124.6,1,0,0,mobile,0,0
6,172.7,1,5,0,mobile,2,0
6,75.7,2,3,1,mobile,2,0
4,6.7,4,2,1,mobile,1,1
6,157.1,2,2,0,desktop,1,1
6,93.2,4,1,0,mobile,1,0
5,44.0,1,0,1,mobile,2,0
4,131.4,1,0,0,mobile,0,0
4,44.0,2,2,0,tablet,1,1
6,153.6,1,1,0,mobile,0,0
11,37.9,1,2,1,mobile,2,0
3,64.5,2,2,0,mobile,1,0
6,20.7,0,1,0,mobile,1,0
4,62.4,1,5,0,desktop,0,0
5,71.9,1,1,0,desktop,2,0
7,93.7,0,2,1,mobile,2,0
4,77.8,4,3,0,desktop,0,0
5,39.2,1,4,1,desktop,2,0
5,91.1,1,2,0,tablet,1,0
6,63.7,3,5,0,desktop,0,0
9,107.1,0,2,0,mobile,0,0
6,49.5,0,3,0,desktop,0,0
7,60.4,5,1,1,desktop,2,1
4,124.8,3,1,0,desktop,1,0
5,80.5,1,1,0,tablet,0,0
6,24.4,3,2,1,desktop,1,1
7,252.8,4,2,0,mobile,1,1
8,163.3,4,5,1,mobile,0,0
6,159.4,0,4,0,mobile,0,1
3,20.3,3,2,0,mobile,1,0
7,12.6,4,5,0,desktop,0,0
5,186.0,3,3,0,mobile,0,1
3,38.9,3,6,0,mobile,2,1
5,109.4,2,0,1,mobile,2,0
3,62.2,2,3,0,tablet,0,0
4,13.9,2,1,0,mobile,0,0
5,53.5,2,3,1,mobile,0,0
8,123.6,5,3,0,desktop,0,0
6,84.1,2,4,0,desktop,0,0
6,285.7,1,2,0,mobile,2,0
8,150.4,2,3,0,desktop,1,0
10,129.7,3,4,0,mobile,1,0
8,109.0,0,2,0,desktop,2,0
7,43.8,0,2,1,mobile,1,0
7,44.9,1,4,0,mobile,3,0
10,95.3,5,3,0,mobile,1,0
3,53.8,3,3,1,mobile,0,0
4,253.8,3,4,1,desktop,4,1
10,148.7,2,1,0,desktop,0,1
4,201.4,1,3,0,tablet,1,0
9,7.1,1,4,0,desktop,0,0
6,127.9,0,2,0,mobile,1,0
5,24.1,3,1,0,desktop,1,0
10,225.5,1,4,0,mobile,1,0
3,141.8,3,3,1,tablet,2,1
6,155.9,1,4,1,desktop,3,1
11,161.2,1,1,0,mobile,0,0
6,59.5,1,5,0,mobile,1,0
5,306.7,0,3,1,mobile,0,0
8,147.7,0,3,0,mobile,1,0
4,110.7,2,3,0,mobile,2,0
7,65.1,2,3,0,desktop,0,0
4,88.6,2,4,0,mobile,0,0
4,218.2,1,2,1,mobile,2,1
5,76.6,2,2,0,mobile,1,0
2,57.7,2,4,0,desktop,0,0
3,136.3,3,2,0,desktop,0,0
5,94.2,3,3,1,mobile,1,0
6,58.9,1,4,1,mobile,4,1
9,190.4,3,3,0,mobile,2,1
8,40.7,2,4,0,tablet,0,0
8,78.4,3,1,0,mobile,1,1
3,46.8,4,3,0,tablet,3,0
7,302.2,2,6,1,desktop,0,1
9,145.3,5,3,1,mobile,0,1
7,121.9,1,2,0,desktop,0,0
5,48.7,1,2,0,mobile,1,0
5,302.2,3,2,0,tablet,0,1
5,25.9,1,2,1,desktop,0,0
2,77.5,0,3,0,mobile,3,0
7,86.6,1,1,0,desktop,2,0
9,26.4,1,1,0,mobile,2,0
8,102.3,5,4,1,mobile,0,1
8,55.5,2,2,1,desktop,2,1
7,241.6,2,4,0,mobile,1,0
7,32.1,3,5,0,mobile,0,0
5,155.6,4,6,0,desktop,3,1
4,103.8,1,2,1,tablet,1,0
7,183.1,2,0,0,tablet,1,0
4,84.1,2,3,1,desktop,1,0
11,45.0,0,3,1,mobile,1,0
6,266.9,2,2,1,desktop,1,1
7,264.1,3,5,0,desktop,2,1
7,158.3,2,3,1,mobile,1,1
5,138.8,2,1,0,mobile,0,0
7,119.1,3,2,0,tablet,2,1
6,144.5,1,1,1,desktop,1,0
4,384.8,0,6,1,desktop,0,1
3,31.5,2,3,0,mobile,0,0
4,96.0,1,5,0,mobile,0,0
3,63.5,3,5,1,tablet,1,0
9,102.3,2,6,0,desktop,1,0
8,29.4,0,5,0,desktop,0,0
5,42.1,2,1,0,mobile,1,0
4,38.9,4,1,1,mobile,1,1
4,142.9,2,2,0,mobile,2,0
7,93.8,1,4,0,mobile,0,0
6,21.1,1,3,0,mobile,2,0
2,20.5,2,5,1,mobile,1,1
9,13.9,1,2,0,mobile,1,0
10,80.8,1,1,1,tablet,0,0
5,86.1,3,4,0,tablet,1,0
8,90.2,2,0,1,mobile,1,0
4,52.1,2,3,0,desktop,1,0
8,71.7,0,3,0,mobile,1,0
6,82.6,2,2,0,mobile,0,0
7,94.0,3,4,0,desktop,2,0
9,119.0,5,6,0,mobile,0,0
3,193.7,1,2,0,desktop,3,0
5,47.7,5,4,0,mobile,0,0
10,161.6,2,2,0,desktop,3,1
5,56.1,1,5,0,desktop,0,0
5,142.1,1,1,1,desktop,1,0
4,98.0,0,2,0,mobile,2,0
5,382.2,2,4,1,mobile,1,1
5,116.5,3,3,0,mobile,3,0
7,170.2,1,0,0,desktop,1,1
8,4.1,2,3,0,mobile,1,0
4,180.0,1,2,0,mobile,1,0
7,50.0,1,4,1,mobile,0,0
9,87.8,3,1,0,mobile,0,0
8,70.1,2,3,0,desktop,3,0
4,35.3,1,4,0,mobile,0,0
5,277.5,4,1,1,desktop,0,1
7,204.7,0,1,1,mobile,1,1
9,42.2,2,6,0,mobile,0,0
4,39.1,3,3,0,mobile,0,0
5,139.0,4,2,0,mobile,1,0
4,177.2,3,6,0,mobile,2,0
9,94.6,0,2,0,mobile,1,0
2,52.5,2,1,0,mobile,1,0
4,81.7,1,1,0,desktop,0,0
8,17.5,0,3,0,mobile,1,0
6,24.7,1,3,0,desktop,1,0
10,187.9,0,2,0,mobile,0,0
6,60.7,3,4,0,desktop,1,0
5,88.2,2,4,1,desktop,0,0
6,116.7,1,2,0,mobile,1,0
8,87.7,2,4,0,mobile,1,0
4,119.9,3,3,0,mobile,0,0
7,183.4,4,3,0,desktop,1,1
8,50.3,1,3,0,mobile,1,0
5,190.4,2,2,1,mobile,1,1
5,116.3,1,1,0,mobile,0,0
5,144.0,1,0,0,mobile,0,0
4,181.7,4,4,0,desktop,3,0
5,104.4,3,4,0,mobile,0,1
3,443.7,2,4,0,tablet,2,1
8,33.8,2,2,1,desktop,1,0
7,184.8,0,4,1,mobile,1,1
8,58.5,1,2,0,desktop,3,0
6,122.0,1,4,0,desktop,3,0
5,86.6,1,3,0,mobile,1,0
6,82.4,2,3,0,mobile,2,0
5,76.9,1,3,1,mobile,1,1
8,143.1,1,3,1,mobile,0,1
6,42.2,0,2,0,tablet,3,0
7,55.6,1,3,0,desktop,1,0
6,38.6,2,4,0,mobile,2,0
3,263.9,6,2,0,desktop,1,1
5,169.1,0,4,0,tablet,0,0
5,58.1,3,3,1,mobile,1,1
7,136.8,1,1,1,desktop,0,0
12,39.9,1,1,1,desktop,0,0
7,99.1,0,5,0,desktop,1,1
9,77.8,2,1,1,desktop,0,0
6,76.8,4,3,1,tablet,2,1
4,67.2,3,3,1,mobile,0,0
6,432.7,2,0,0,mobile,3,1
2,156.4,2,1,0,mobile,1,0
9,350.1,3,2,1,mobile,0,1
7,64.5,1,1,0,mobile,3,0
5,40.7,2,0,0,desktop,0,0
8,116.4,2,1,1,desktop,1,1
2,99.0,0,1,0,mobile,1,0
8,156.1,1,3,1,tablet,1,1
4,189.8,3,1,0,mobile,1,0
10,15.0,0,4,0,mobile,4,0
5,363.6,3,6,1,desktop,0,1
3,120.3,4,3,0,mobile,2,0
5,149.0,0,3,1,mobile,2,1
7,267.1,1,3,0,tablet,1,1
3,49.4,4,3,0,desktop,1,0
2,89.7,2,4,0,desktop,0,0
8,36.9,1,5,1,tablet,0,0
8,42.7,4,6,0,desktop,0,0
7,190.5,1,8,0,mobile,1,0
9,247.7,1,6,0,mobile,1,1
8,23.4,2,3,1,mobile,0,0
6,126.2,1,2,0,mobile,0,0
7,212.1,2,4,1,tablet,0,1
7,183.3,2,2,0,desktop,0,0
8,107.7,1,2,0,mobile,0,0
7,125.4,3,3,0,tablet,0,0
4,127.9,0,2,1,mobile,1,0
4,120.5,2,3,0,desktop,0,0
2,139.9,5,6,1,mobile,0,0
6,82.9,1,2,0,mobile,0,0
4,342.9,1,3,1,mobile,0,1
10,49.0,2,3,0,desktop,1,0
9,221.3,3,1,1,mobile,0,1
5,56.0,1,1,0,desktop,0,0
3,145.2,0,4,1,tablet,1,1
4,57.2,2,1,1,mobile,1,0
3,139.4,4,3,0,desktop,2,0
5,94.7,6,3,0,mobile,0,0
5,161.2,3,4,1,mobile,2,1
6,52.2,2,3,1,desktop,1,1
9,51.3,4,2,1,mobile,1,1
7,295.4,0,2,1,tablet,0,1
4,86.4,2,6,0,mobile,1,0
6,131.3,0,4,0,mobile,1,0
7,21.5,1,2,0,tablet,2,0
4,103.8,4,5,0,mobile,1,0
9,70.6,1,1,0,desktop,3,0
9,329.7,3,3,0,desktop,2,1
6,67.5,4,1,1,mobile,0,0
5,333.3,3,3,1,mobile,1,1
3,65.4,2,2,0,mobile,1,0
7,151.7,2,6,0,desktop,0,0
6,296.8,2,2,0,mobile,0,1
7,89.2,6,1,0,mobile,1,0
8,285.3,7,2,0,desktop,0,1
4,182.0,2,2,1,desktop,0,0
10,103.1,2,5,1,desktop,0,1
3,136.6,1,1,1,mobile,0,1
1,247.9,0,2,0,desktop,0,0
7,131.1,4,2,0,desktop,0,1
5,30.3,2,4,0,mobile,1,0
7,182.4,3,3,0,desktop,2,0
5,187.3,2,4,1,desktop,0,0
6,127.8,1,1,1,desktop,2,1
3,66.3,1,3,0,tablet,1,0
6,174.9,2,2,0,desktop,3,0
5,36.5,1,3,0,mobile,1,0
4,135.1,2,2,0,mobile,3,0
6,130.5,1,1,0,mobile,2,1
4,106.1,3,6,0,mobile,0,0
4,217.5,0,3,0,mobile,0,0
5,75.5,3,2,0,tablet,1,0
9,47.0,2,3,0,desktop,1,0
6,53.8,1,5,1,mobile,0,0
5,222.4,2,5,1,mobile,2,1
5,154.8,3,4,0,mobile,0,0
5,146.2,1,1,0,mobile,0,0
5,136.5,0,3,0,desktop,0,0
8,89.4,2,0,0,desktop,0,0
9,43.4,0,5,0,desktop,1,0
8,46.0,2,1,0,mobile,0,0
4,139.8,2,4,1,mobile,1,1
7,73.6,2,2,0,desktop,0,0
7,56.8,1,2,0,tablet,1,1
5,91.4,0,3,0,mobile,0,0
7,231.7,5,4,0,mobile,2,1
10,112.0,0,4,0,mobile,4,0
7,323.7,4,3,0,mobile,4,1
5,147.0,1,3,0,tablet,1,0
7,613.1,3,5,0,desktop,2,1
8,128.0,5,4,0,mobile,0,0
5,119.4,3,7,0,desktop,0,0
4,113.6,1,4,0,mobile,2,0
5,71.6,3,6,0,mobile,2,0
6,86.7,1,8,0,mobile,4,0
4,364.9,2,3,1,desktop,0,1
6,73.9,2,3,0,tablet,2,0
4,113.7,4,3,1,desktop,0,0
6,114.3,1,6,1,mobile,3,1
6,79.8,3,2,1,desktop,1,1
6,77.9,0,3,0,mobile,1,0
7,95.4,1,2,0,tablet,1,1
7,182.1,3,4,0,mobile,1,0
7,256.8,1,3,0,mobile,0,0
6,35.0,4,1,0,desktop,1,1
8,321.5,4,2,0,mobile,2,1
4,165.4,3,2,1,mobile,1,1
6,170.8,3,5,0,mobile,2,0
8,60.0,3,3,1,desktop,0,1
3,452.8,2,5,0,desktop,1,1
9,54.3,1,1,0,desktop,1,0
5,120.2,2,1,0,mobile,1,0
3,132.6,3,2,0,desktop,2,1
6,308.2,0,2,0,mobile,0,1
6,57.7,4,2,1,mobile,1,1
5,124.6,3,4,0,mobile,1,0
7,24.2,0,4,0,tablet,0,0
9,107.8,4,2,0,mobile,1,0
5,141.0,5,1,1,desktop,0,0
4,69.1,1,3,0,tablet,1,0
7,29.5,1,3,1,mobile,0,0
5,327.4,1,0,0,desktop,2,1
3,42.6,1,3,0,mobile,2,0
4,47.3,2,3,1,mobile,1,0
2,59.8,3,5,0,desktop,0,0
10,240.5,1,2,1,desktop,0,1
6,97.7,1,1,0,mobile,0,0
4,24.6,0,2,0,mobile,0,0
5,60.9,1,1,0,mobile,0,0
4,239.7,3,2,0,mobile,0,0
5,31.7,2,2,0,mobile,0,0
7,42.3,4,4,0,desktop,0,0
5,44.9,2,3,0,mobile,2,0
3,100.5,5,4,0,desktop,1,0
7,115.5,2,6,0,mobile,0,0
4,88.9,4,1,0,desktop,2,1
7,97.0,3,3,0,mobile,1,0
3,38.7,1,2,1,mobile,2,1
9,87.9,3,3,0,desktop,1,1
4,86.5,1,4,0,desktop,1,0
7,45.5,1,7,1,mobile,0,0
5,259.7,2,1,0,desktop,0,0
6,226.5,3,6,0,mobile,2,1
7,33.5,0,4,0,mobile,0,0
2,146.1,1,1,1,mobile,1,1
6,137.2,2,3,0,mobile,0,0
8,123.6,2,3,0,tablet,1,0
7,86.8,2,5,1,mobile,1,1
7,122.4,3,2,0,mobile,1,0
8,90.1,4,0,0,mobile,3,0
5,59.5,2,1,1,desktop,2,0
4,144.2,1,2,0,tablet,2,0
9,15.3,5,2,0,desktop,1,0
5,174.4,3,4,0,mobile,0,0
6,104.3,4,2,1,desktop,0,1
6,74.1,2,2,0,mobile,1,0
4,170.7,1,4,1,mobile,0,0
10,123.7,2,4,1,mobile,0,1
9,260.9,1,10,0,desktop,1,1
7,210.2,2,5,1,mobile,0,1
4,46.3,1,5,0,desktop,0,0
6,69.6,3,1,0,desktop,0,0
6,61.1,1,4,0,mobile,0,0
6,61.7,2,3,1,mobile,0,0
4,293.4,4,2,1,mobile,0,1
8,32.6,5,4,1,desktop,1,0
4,216.4,2,0,1,desktop,0,1
1,298.9,1,3,0,desktop,0,0
7,189.9,1,2,0,desktop,1,0
7,154.0,1,6,0,desktop,2,0
5,31.7,0,7,0,mobile,0,0
6,26.4,2,6,0,mobile,2,0
10,135.3,0,4,0,mobile,0,0
6,84.5,0,1,0,desktop,0,0
5,35.2,4,6,0,desktop,1,1
4,174.7,0,5,0,tablet,1,0
7,148.5,3,3,0,mobile,1,0
3,175.1,1,3,0,mobile,0,0
7,177.0,2,2,0,mobile,1,1
7,220.4,2,1,0,mobile,1,1
7,74.6,0,3,0,desktop,1,0
6,38.8,3,3,0,desktop,0,0
4,284.1,4,4,0,mobile,1,1
5,26.3,2,3,0,tablet,2,0
5,29.7,0,3,0,desktop,0,0
6,61.2,2,5,1,tablet,1,1
5,259.2,3,3,0,mobile,1,0
5,67.6,3,1,0,mobile,1,0
6,30.0,0,5,1,mobile,0,0
6,47.3,1,4,1,mobile,1,0
6,45.9,1,5,0,mobile,0,0
8,117.3,1,4,0,desktop,3,1
4,55.7,6,2,0,desktop,0,0
3,3.0,1,2,1,mobile,0,0
5,548.4,3,1,0,desktop,2,1
5,12.5,2,4,0,mobile,0,0
7,23.2,2,3,0,tablet,1,0
4,170.4,2,1,1,mobile,1,1
6,36.1,2,2,1,desktop,2,0
6,159.8,1,3,0,desktop,2,0
6,138.7,3,3,0,desktop,1,0
6,65.5,1,3,0,desktop,2,0
4,158.6,4,4,0,mobile,0,0
11,86.9,3,5,1,mobile,1,1
6,174.8,2,5,0,tablet,2,0
5,259.1,1,4,0,mobile,1,0
5,34.2,2,5,1,desktop,0,0
8,113.2,3,2,0,desktop,1,0
4,118.5,4,2,1,desktop,0,0
7,116.1,3,2,1,tablet,1,1
3,161.9,5,5,0,desktop,3,1
5,140.5,2,1,0,desktop,0,0
5,30.6,2,2,0,desktop,0,0
5,36.3,3,3,0,mobile,0,0
9,79.2,3,1,0,tablet,1,0
6,114.9,2,3,1,mobile,0,0
9,120.6,3,1,0,desktop,0,0
6,128.4,4,2,0,tablet,0,1
8,145.6,1,3,0,desktop,2,0
9,142.7,3,1,1,mobile,1,0
4,95.8,3,2,0,mobile,2,0
5,260.3,1,1,0,mobile,1,0
7,27.5,4,2,1,desktop,1,0
5,13.1,1,3,1,desktop,2,0
5,111.2,1,3,0,desktop,0,0
7,132.2,3,3,0,desktop,0,0
3,110.9,1,1,0,mobile,1,0
5,65.8,0,5,0,mobile,2,0
3,137.5,1,3,0,mobile,0,0
9,44.1,2,5,0,mobile,2,0
8,24.6,4,5,1,mobile,1,0
3,210.6,0,2,0,mobile,3,0
6,60.0,1,4,0,mobile,3,0
7,107.5,3,5,0,mobile,2,1
8,54.1,3,2,0,mobile,1,0
8,61.9,0,1,1,desktop,0,0
8,181.4,0,1,0,desktop,1,0
7,100.6,1,2,1,desktop,1,0
6,101.7,7,1,0,mobile,0,0
6,24.1,3,3,0,mobile,0,0
9,94.6,3,1,1,mobile,0,0
8,52.3,4,3,1,mobile,1,1
5,400.6,4,2,1,desktop,1,1
6,47.8,3,4,1,desktop,1,0
9,255.4,0,4,1,mobile,0,1
6,112.1,3,6,1,desktop,2,1
3,34.2,1,2,0,desktop,2,0
4,180.7,3,3,1,desktop,2,1
8,245.5,1,4,0,mobile,0,1
4,322.3,3,2,0,mobile,1,1
9,122.2,0,3,0,mobile,0,0
2,52.8,1,3,0,mobile,0,0
6,51.6,0,2,0,desktop,2,0
4,127.6,7,3,1,desktop,1,1
6,23.3,1,4,0,desktop,3,0
6,36.0,3,3,0,mobile,3,0
3,101.3,3,3,0,desktop,1,0
8,176.5,5,2,0,mobile,3,1
3,77.9,0,5,1,tablet,2,0
5,317.9,2,1,0,mobile,1,1
6,137.4,1,2,0,desktop,1,0
5,73.0,2,4,0,mobile,1,0
5,53.3,3,3,0,mobile,1,0
6,38.1,2,2,0,desktop,0,0
5,160.7,3,0,0,desktop,2,0
5,48.6,1,3,0,mobile,0,0
6,127.9,2,4,1,desktop,1,1
8,29.4,3,6,1,mobile,0,0
7,35.9,3,3,1,tablet,1,1
7,94.5,0,4,1,desktop,1,0
9,36.3,2,2,0,mobile,3,0
6,216.0,1,4,0,mobile,3,1
3,18.0,3,3,0,mobile,1,0
5,30.6,1,4,1,mobile,3,1
7,227.7,1,3,0,desktop,0,0
4,203.5,2,3,0,mobile,0,0
4,229.4,1,3,0,mobile,1,1
6,40.3,2,1,0,mobile,0,0
6,92.2,2,6,1,desktop,0,0
7,112.1,2,6,1,desktop,2,1
3,77.7,2,0,1,desktop,1,0
7,148.8,2,1,0,tablet,1,0
5,193.9,2,4,1,mobile,1,1
4,89.4,0,1,0,mobile,1,0
5,33.5,0,5,1,tablet,2,1
3,145.8,1,3,0,mobile,0,0
7,106.1,4,3,0,desktop,1,0
9,179.0,2,4,0,mobile,2,0
6,149.2,1,3,0,desktop,1,1
7,236.4,1,4,1,mobile,2,1
6,104.5,1,3,0,desktop,1,0
6,278.5,1,4,0,desktop,2,1
7,268.8,1,2,0,mobile,0,0
5,164.2,1,3,0,desktop,2,1
5,197.4,2,4,0,mobile,1,1
6,238.1,2,4,0,mobile,0,1
6,82.8,2,3,0,mobile,1,0
5,240.8,2,3,0,mobile,1,1
5,129.0,3,5,0,desktop,1,0
8,169.7,1,3,0,tablet,1,0
6,189.1,0,5,0,desktop,4,0
5,164.1,0,4,0,desktop,0,0
4,110.1,1,3,0,desktop,4,1
10,211.8,4,3,0,desktop,0,1
7,464.2,2,10,0,mobile,2,1
7,485.6,1,4,1,desktop,0,1
5,136.8,0,4,1,mobile,2,1
8,225.8,2,3,0,mobile,0,0
7,469.3,5,1,0,mobile,1,1
7,75.2,1,5,1,mobile,0,0
3,168.2,5,5,0,mobile,1,0
7,171.9,1,0,1,tablet,0,0
5,449.6,1,1,1,mobile,0,1
8,262.5,3,1,0,desktop,3,0
9,109.8,6,2,1,desktop,0,0
7,121.1,1,2,0,mobile,0,0
4,57.8,5,4,0,desktop,0,0
5,38.1,1,4,0,mobile,1,0
6,157.7,2,4,0,mobile,0,0
4,145.9,4,3,0,tablet,2,0
6,93.1,2,3,0,mobile,1,0
9,54.9,1,5,0,mobile,1,0
9,76.6,3,5,0,mobile,1,1
6,374.9,1,0,1,mobile,2,1
6,49.7,1,3,0,desktop,0,0
9,25.1,1,5,1,tablet,2,1
6,162.8,0,3,1,mobile,1,0
5,73.7,0,4,0,mobile,1,0
4,187.1,1,3,0,mobile,0,0
8,171.5,2,6,1,tablet,2,1
5,30.3,1,1,1,mobile,0,0
5,159.3,2,5,0,mobile,2,1
6,81.1,1,3,0,desktop,1,0
4,213.5,1,2,0,mobile,2,1
6,213.4,0,6,0,mobile,1,0
5,40.9,2,6,0,mobile,1,1
7,27.6,1,2,0,tablet,1,0
6,207.0,1,4,0,mobile,0,1
6,189.8,5,0,0,mobile,0,0
3,43.3,0,2,1,desktop,0,0
6,208.8,3,1,1,mobile,2,0
4,99.0,1,4,0,desktop,1,0
4,11.3,1,1,1,mobile,1,0
6,68.6,1,1,0,mobile,0,0
5,73.9,4,1,1,mobile,0,0
4,5.9,2,2,0,tablet,3,0
5,238.5,2,3,0,desktop,0,1
3,248.1,2,1,1,tablet,0,1
7,277.1,4,6,0,tablet,1,1
8,37.2,4,5,0,desktop,1,0
4,69.3,2,1,0,mobile,0,0
6,85.2,4,1,1,desktop,0,1
5,29.5,1,2,1,mobile,0,0
7,130.2,1,3,1,mobile,1,0
7,45.7,1,3,1,desktop,1,1
3,103.7,2,3,1,mobile,2,0
3,57.5,5,2,0,mobile,0,0
6,157.2,2,5,0,tablet,1,1
3,199.9,1,1,0,desktop,1,1
8,93.7,3,1,0,mobile,1,0
5,87.8,3,6,0,mobile,0,1
6,143.0,3,1,1,desktop,1,0
8,14.6,0,4,0,desktop,0,0
6,68.8,2,2,0,desktop,0,0
8,46.2,0,5,0,mobile,0,0
2,251.3,5,3,0,mobile,1,1
4,440.1,2,3,0,desktop,0,1
5,30.6,3,4,0,tablet,0,0
10,111.8,6,4,0,mobile,0,0
5,37.3,1,0,0,mobile,1,0
6,44.5,3,6,1,desktop,2,0
7,112.9,5,2,1,mobile,0,1
7,82.1,1,1,1,desktop,2,1
4,111.4,3,3,1,mobile,2,1
4,42.8,2,3,1,mobile,1,0
6,113.0,2,2,0,desktop,1,0
8,243.8,3,3,1,mobile,2,1
7,177.6,1,0,0,desktop,2,0
7,25.9,2,2,0,mobile,0,0
5,301.0,3,1,1,mobile,1,1
8,38.5,1,4,0,mobile,4,0
5,45.1,0,3,0,tablet,0,0
9,200.3,2,6,1,desktop,0,1
6,115.7,1,3,0,mobile,2,0
6,91.8,3,3,0,mobile,1,0
5,77.3,4,1,1,mobile,0,0
6,80.1,1,3,0,desktop,0,0
3,82.6,5,3,1,tablet,0,0
4,151.6,3,2,0,desktop,2,0
8,165.3,0,1,1,desktop,1,1
6,82.1,2,6,0,desktop,1,1
7,266.0,0,2,0,mobile,0,0
8,114.3,2,2,0,desktop,2,1
3,129.1,0,5,1,mobile,1,0
8,227.7,1,4,0,mobile,2,1
6,58.0,0,3,1,desktop,0,0
6,153.8,1,2,0,tablet,2,0
8,50.8,5,3,1,mobile,1,1
7,45.6,2,5,0,mobile,1,0
6,282.5,3,4,0,mobile,1,1
1,335.9,0,6,1,mobile,1,1
8,128.4,1,1,1,desktop,2,1
6,67.1,3,1,0,desktop,2,0
6,148.4,4,2,0,tablet,1,0
7,109.1,3,3,0,desktop,0,0
9,184.7,4,2,0,mobile,2,0
5,106.9,0,1,1,mobile,0,0
7,107.7,4,1,0,desktop,2,0
5,46.5,1,3,0,desktop,1,0
2,71.5,3,2,1,mobile,1,0
4,90.7,1,4,0,mobile,2,0
5,154.5,2,3,1,mobile,2,1
6,62.7,2,3,0,mobile,0,0
5,310.6,3,0,0,mobile,1,1
6,105.0,4,4,0,desktop,0,0
3,31.1,0,4,0,mobile,1,0
3,82.9,4,3,0,mobile,2,0
6,171.0,3,4,1,desktop,1,1
6,84.6,5,3,0,mobile,2,0
6,46.0,5,1,0,mobile,3,0
7,74.5,2,1,0,desktop,1,0
5,61.7,1,7,1,mobile,1,1
10,151.8,0,2,0,mobile,2,0
8,60.0,1,6,1,mobile,2,0
3,17.1,4,4,0,mobile,0,0
4,56.5,3,6,0,mobile,1,0
5,210.1,3,2,0,mobile,0,0
